"FID","TILE","NM_MACRORH","GEOMETRY","ORDEMFINAL"
"325","086089","TOCANTINS-ARAGUAIA","POLYGON ((-50.781353 -4.908373, -50.781353 -4.573304, -50.268751 -4.573304, -50.268751 -4.908373, -50.781353 -4.908373))",282
"326","086090","TOCANTINS-ARAGUAIA","POLYGON ((-50.769841 -5.893508, -50.769841 -5.559099, -50.255391 -5.559099, -50.255391 -5.893508, -50.769841 -5.893508))",283
"327","086091","TOCANTINS-ARAGUAIA","POLYGON ((-50.758246 -6.876818, -50.758246 -6.542976, -50.241935 -6.542976, -50.241935 -6.876818, -50.758246 -6.876818))",284
"328","086092","AMAZÔNICA","POLYGON ((-50.746568 -7.858576, -50.746568 -7.525208, -50.228381 -7.525208, -50.228381 -7.858576, -50.746568 -7.858576))",272
"329","086093","TOCANTINS-ARAGUAIA","POLYGON ((-50.734806 -8.839054, -50.734806 -8.506068, -50.21473 -8.506068, -50.21473 -8.839054, -50.734806 -8.839054))",285
"330","086094","TOCANTINS-ARAGUAIA","POLYGON ((-50.722958 -9.818525, -50.722958 -9.485827, -50.20098 -9.485827, -50.20098 -9.818525, -50.722958 -9.818525))",286
"331","086095","TOCANTINS-ARAGUAIA","POLYGON ((-50.711024 -10.79726, -50.711024 -10.464759, -50.187129 -10.464759, -50.187129 -10.79726, -50.711024 -10.79726))",287
"332","086096","TOCANTINS-ARAGUAIA","POLYGON ((-50.699003 -11.775532, -50.699003 -11.443135, -50.173177 -11.443135, -50.173177 -11.775532, -50.699003 -11.775532))",288
"333","086097","TOCANTINS-ARAGUAIA","POLYGON ((-50.686893 -12.753619, -50.686893 -12.42123, -50.159122 -12.42123, -50.159122 -12.753619, -50.686893 -12.753619))",289
"334","086098","TOCANTINS-ARAGUAIA","POLYGON ((-50.674694 -13.731798, -50.674694 -13.399323, -50.144964 -13.399323, -50.144964 -13.731798, -50.674694 -13.731798))",290
"335","086099","TOCANTINS-ARAGUAIA","POLYGON ((-50.662405 -14.71035, -50.662405 -14.377693, -50.130701 -14.377693, -50.130701 -14.71035, -50.662405 -14.71035))",18
"336","086100","TOCANTINS-ARAGUAIA","POLYGON ((-50.650025 -15.689563, -50.650025 -15.356625, -50.116333 -15.356625, -50.116333 -15.689563, -50.650025 -15.689563))",291
"337","086101","TOCANTINS-ARAGUAIA","POLYGON ((-50.637553 -16.669728, -50.637553 -16.33641, -50.101857 -16.33641, -50.101857 -16.669728, -50.637553 -16.669728))",292
"338","086102","PARANÁ","POLYGON ((-50.624988 -17.651142, -50.624988 -17.317341, -50.087272 -17.317341, -50.087272 -17.651142, -50.624988 -17.651142))",463
"339","086103","PARANÁ","POLYGON ((-50.612328 -18.63411, -50.612328 -18.299722, -50.072579 -18.299722, -50.072579 -18.63411, -50.612328 -18.63411))",33
"340","086104","PARANÁ","POLYGON ((-50.599573 -19.618946, -50.599573 -19.283863, -50.057774 -19.283863, -50.057774 -19.618946, -50.599573 -19.618946))",464
"341","086105","PARANÁ","POLYGON ((-50.586721 -20.605971, -50.586721 -20.270082, -50.042858 -20.270082, -50.042858 -20.605971, -50.586721 -20.605971))",465
"342","086106","PARANÁ","POLYGON ((-50.573772 -21.595517, -50.573772 -21.258708, -50.027828 -21.258708, -50.027828 -21.595517, -50.573772 -21.595517))",466
"343","086107","PARANÁ","POLYGON ((-50.560725 -22.587929, -50.560725 -22.250081, -50.012683 -22.250081, -50.012683 -22.587929, -50.560725 -22.587929))",467
"344","086108","PARANÁ","POLYGON ((-50.547578 -23.583564, -50.547578 -23.244554, -49.997423 -23.244554, -49.997423 -23.583564, -50.547578 -23.583564))",468
"345","086109","PARANÁ","POLYGON ((-50.534329 -24.582794, -50.534329 -24.242493, -49.982045 -24.242493, -49.982045 -24.582794, -50.534329 -24.582794))",469
"346","086110","PARANÁ","POLYGON ((-50.520979 -25.586007, -50.520979 -25.24428, -49.966549 -25.24428, -49.966549 -25.586007, -50.520979 -25.586007))",470
"347","086111","PARANÁ","POLYGON ((-50.507526 -26.593608, -50.507526 -26.250316, -49.950933 -26.250316, -49.950933 -26.593608, -50.507526 -26.593608))",471
"348","086112","URUGUAI","POLYGON ((-50.493968 -27.606025, -50.493968 -27.261019, -49.935195 -27.261019, -49.935195 -27.606025, -50.493968 -27.606025))",513
"349","086113","URUGUAI","POLYGON ((-50.480304 -28.623705, -50.480304 -28.27683, -49.919335 -28.27683, -49.919335 -28.623705, -50.480304 -28.623705))",514
"350","086114","ATLÂNTICO SUL","POLYGON ((-50.466533 -29.647123, -50.466533 -29.298214, -49.90335 -29.298214, -49.90335 -29.647123, -50.466533 -29.647123))",497
"351","086115","ATLÂNTICO SUL","POLYGON ((-50.452655 -30.676781, -50.452655 -30.325662, -49.88724 -30.325662, -49.88724 -30.676781, -50.452655 -30.676781))",498
"352","086116","ATLÂNTICO SUL","POLYGON ((-50.438667 -31.71321, -50.438667 -31.359698, -49.871002 -31.359698, -49.871002 -31.71321, -50.438667 -31.71321))",499
"353","087084","AMAZÔNICA","POLYGON ((-49.33994 0.075787, -49.33994 0.418319, -48.834714 0.418319, -48.834714 0.075787, -49.33994 0.075787))",273
"354","087085","TOCANTINS-ARAGUAIA","POLYGON ((-49.323569 -0.922645, -49.323569 -0.581256, -48.816548 -0.581256, -48.816548 -0.922645, -49.323569 -0.922645))",293
"355","087086","TOCANTINS-ARAGUAIA","POLYGON ((-49.307083 -1.917842, -49.307083 -1.577496, -48.798254 -1.577496, -48.798254 -1.917842, -49.307083 -1.917842))",14
"356","087087","TOCANTINS-ARAGUAIA","POLYGON ((-49.29048 -2.910094, -49.29048 -2.570692, -48.779831 -2.570692, -48.779831 -2.910094, -49.29048 -2.910094))",294
"357","087088","TOCANTINS-ARAGUAIA","POLYGON ((-49.273759 -3.899683, -49.273759 -3.561129, -48.761276 -3.561129, -48.761276 -3.899683, -49.273759 -3.899683))",295
"358","087089","TOCANTINS-ARAGUAIA","POLYGON ((-49.256919 -4.886889, -49.256919 -4.549088, -48.742589 -4.549088, -48.742589 -4.886889, -49.256919 -4.886889))",15
"359","087090","TOCANTINS-ARAGUAIA","POLYGON ((-49.239959 -5.87199, -49.239959 -5.534847, -48.723769 -5.534847, -48.723769 -5.87199, -49.239959 -5.87199))",296
"360","087091","TOCANTINS-ARAGUAIA","POLYGON ((-49.222877 -6.855261, -49.222877 -6.518681, -48.704813 -6.518681, -48.704813 -6.855261, -49.222877 -6.855261))",297
"361","087092","TOCANTINS-ARAGUAIA","POLYGON ((-49.205672 -7.836973, -49.205672 -7.500864, -48.68572 -7.500864, -48.68572 -7.836973, -49.205672 -7.836973))",298
"362","087093","TOCANTINS-ARAGUAIA","POLYGON ((-49.188342 -8.817399, -49.188342 -8.481668, -48.66649 -8.481668, -48.66649 -8.817399, -49.188342 -8.817399))",299
"363","087094","TOCANTINS-ARAGUAIA","POLYGON ((-49.170887 -9.796811, -49.170887 -9.461364, -48.647119 -9.461364, -48.647119 -9.796811, -49.170887 -9.796811))",300
"364","087095","TOCANTINS-ARAGUAIA","POLYGON ((-49.153305 -10.77548, -49.153305 -10.440224, -48.627608 -10.440224, -48.627608 -10.77548, -49.153305 -10.77548))",301
"365","087096","TOCANTINS-ARAGUAIA","POLYGON ((-49.135594 -11.753682, -49.135594 -11.418521, -48.607953 -11.418521, -48.607953 -11.753682, -49.135594 -11.753682))",302
"366","087097","TOCANTINS-ARAGUAIA","POLYGON ((-49.117753 -12.73169, -49.117753 -12.396531, -48.588155 -12.396531, -48.588155 -12.73169, -49.117753 -12.73169))",17
"367","087098","TOCANTINS-ARAGUAIA","POLYGON ((-49.099781 -13.709783, -49.099781 -13.37453, -48.56821 -13.37453, -48.56821 -13.709783, -49.099781 -13.709783))",303
"368","087099","TOCANTINS-ARAGUAIA","POLYGON ((-49.081676 -14.688243, -49.081676 -14.352798, -48.548118 -14.352798, -48.548118 -14.688243, -49.081676 -14.688243))",304
"369","087100","TOCANTINS-ARAGUAIA","POLYGON ((-49.063437 -15.667356, -49.063437 -15.331621, -48.527877 -15.331621, -48.527877 -15.667356, -49.063437 -15.667356))",305
"370","087101","PARANÁ","POLYGON ((-49.045062 -16.647414, -49.045062 -16.311287, -48.507484 -16.311287, -48.507484 -16.647414, -49.045062 -16.647414))",472
"371","087102","PARANÁ","POLYGON ((-49.02655 -17.628713, -49.02655 -17.292092, -48.48694 -17.292092, -48.48694 -17.628713, -49.02655 -17.628713))",473
"372","087103","PARANÁ","POLYGON ((-49.007899 -18.611559, -49.007899 -18.274338, -48.466241 -18.274338, -48.466241 -18.611559, -49.007899 -18.611559))",474
"373","087104","PARANÁ","POLYGON ((-48.989108 -19.596264, -48.989108 -19.258334, -48.445386 -19.258334, -48.445386 -19.596264, -48.989108 -19.596264))",475
"374","087105","PARANÁ","POLYGON ((-48.970174 -20.583149, -48.970174 -20.244399, -48.424373 -20.244399, -48.424373 -20.583149, -48.970174 -20.583149))",476
"375","087106","PARANÁ","POLYGON ((-48.951097 -21.572547, -48.951097 -21.232862, -48.403201 -21.232862, -48.403201 -21.572547, -48.951097 -21.572547))",477
"376","087107","PARANÁ","POLYGON ((-48.931875 -22.564802, -48.931875 -22.224061, -48.381868 -22.224061, -48.381868 -22.564802, -48.931875 -22.564802))",35
"377","087108","PARANÁ","POLYGON ((-48.912506 -23.56027, -48.912506 -23.218349, -48.360371 -23.218349, -48.360371 -23.56027, -48.912506 -23.56027))",478
"378","087109","ATLÂNTICO SUDESTE","POLYGON ((-48.892988 -24.559322, -48.892988 -24.216091, -48.338709 -24.216091, -48.338709 -24.559322, -48.892988 -24.559322))",425
"379","087110","ATLÂNTICO SUL","POLYGON ((-48.87332 -25.562347, -48.87332 -25.217671, -48.31688 -25.217671, -48.31688 -25.562347, -48.87332 -25.562347))",500
"380","087111","ATLÂNTICO SUL","POLYGON ((-48.8535 -26.569749, -48.8535 -26.223486, -48.294882 -26.223486, -48.294882 -26.569749, -48.8535 -26.569749))",38
"381","087112","ATLÂNTICO SUL","POLYGON ((-48.833527 -27.581955, -48.833527 -27.233955, -48.272713 -27.233955, -48.272713 -27.581955, -48.833527 -27.581955))",501
"382","087113","ATLÂNTICO SUL","POLYGON ((-48.813397 -28.599411, -48.813397 -28.249519, -48.250371 -28.249519, -48.250371 -28.599411, -48.813397 -28.599411))",502
"383","088085","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-47.820817 -0.893029, -47.820817 -0.548908, -47.312146 -0.548908, -47.312146 -0.893029, -47.820817 -0.893029))",317
"384","088086","TOCANTINS-ARAGUAIA","POLYGON ((-47.799037 -1.888215, -47.799037 -1.545139, -47.288547 -1.545139, -47.288547 -1.888215, -47.799037 -1.888215))",306
"385","088087","TOCANTINS-ARAGUAIA","POLYGON ((-47.777104 -2.880446, -47.777104 -2.538316, -47.264781 -2.538316, -47.264781 -2.880446, -47.777104 -2.880446))",307
"386","088088","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-47.755014 -3.870006, -47.755014 -3.528724, -47.240846 -3.528724, -47.240846 -3.870006, -47.755014 -3.870006))",318
"387","088089","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-47.732767 -4.857175, -47.732767 -4.516645, -47.216741 -4.516645, -47.216741 -4.857175, -47.732767 -4.857175))",319
"388","088090","TOCANTINS-ARAGUAIA","POLYGON ((-47.710361 -5.84223, -47.710361 -5.502357, -47.192463 -5.502357, -47.192463 -5.84223, -47.710361 -5.84223))",308
"389","088091","TOCANTINS-ARAGUAIA","POLYGON ((-47.687795 -6.825445, -47.687795 -6.486135, -47.168011 -6.486135, -47.168011 -6.825445, -47.687795 -6.825445))",309
"390","088092","TOCANTINS-ARAGUAIA","POLYGON ((-47.665066 -7.807094, -47.665066 -7.468251, -47.143382 -7.468251, -47.143382 -7.807094, -47.665066 -7.807094))",16
"391","088093","TOCANTINS-ARAGUAIA","POLYGON ((-47.642172 -8.787448, -47.642172 -8.448979, -47.118576 -8.448979, -47.118576 -8.787448, -47.642172 -8.787448))",310
"392","088094","TOCANTINS-ARAGUAIA","POLYGON ((-47.619113 -9.766778, -47.619113 -9.42859, -47.093589 -9.42859, -47.093589 -9.766778, -47.619113 -9.766778))",311
"393","088095","TOCANTINS-ARAGUAIA","POLYGON ((-47.595886 -10.745358, -47.595886 -10.407355, -47.06842 -10.407355, -47.06842 -10.745358, -47.595886 -10.745358))",312
"394","088096","TOCANTINS-ARAGUAIA","POLYGON ((-47.572489 -11.72346, -47.572489 -11.385547, -47.043067 -11.385547, -47.043067 -11.72346, -47.572489 -11.72346))",313
"395","088097","TOCANTINS-ARAGUAIA","POLYGON ((-47.54892 -12.701359, -47.54892 -12.363442, -47.017528 -12.363442, -47.017528 -12.701359, -47.54892 -12.701359))",314
"396","088098","TOCANTINS-ARAGUAIA","POLYGON ((-47.525178 -13.679334, -47.525178 -13.341315, -46.991801 -13.341315, -46.991801 -13.679334, -47.525178 -13.679334))",315
"397","088099","TOCANTINS-ARAGUAIA","POLYGON ((-47.501261 -14.657667, -47.501261 -14.319448, -46.965883 -14.319448, -46.965883 -14.657667, -47.501261 -14.657667))",316
"398","088100","SÃO FRANCISCO","POLYGON ((-47.477167 -15.636642, -47.477167 -15.298124, -46.939774 -15.298124, -46.939774 -15.636642, -47.477167 -15.636642))",370
"399","088101","SÃO FRANCISCO","POLYGON ((-47.452893 -16.616552, -47.452893 -16.277632, -46.913469 -16.277632, -46.913469 -16.616552, -47.452893 -16.616552))",371
"400","088102","PARANÁ","POLYGON ((-47.428437 -17.597693, -47.428437 -17.258268, -46.886968 -17.258268, -46.886968 -17.597693, -47.428437 -17.597693))",479
"401","088103","PARANÁ","POLYGON ((-47.403799 -18.580369, -47.403799 -18.240332, -46.860268 -18.240332, -46.860268 -18.580369, -47.403799 -18.580369))",480
"402","088104","PARANÁ","POLYGON ((-47.378975 -19.564892, -47.378975 -19.224135, -46.833367 -19.224135, -46.833367 -19.564892, -47.378975 -19.564892))",NA
"403","088105","PARANÁ","POLYGON ((-47.353963 -20.551585, -47.353963 -20.209994, -46.806263 -20.209994, -46.806263 -20.551585, -47.353963 -20.551585))",NA
"404","088106","PARANÁ","POLYGON ((-47.328762 -21.540778, -47.328762 -21.198237, -46.778952 -21.198237, -46.778952 -21.540778, -47.328762 -21.540778))",481
"405","088107","PARANÁ","POLYGON ((-47.303369 -22.532815, -47.303369 -22.189203, -46.751434 -22.189203, -46.751434 -22.532815, -47.303369 -22.532815))",482
"406","088108","PARANÁ","POLYGON ((-47.277783 -23.528052, -47.277783 -23.183244, -46.723705 -23.183244, -46.723705 -23.528052, -47.277783 -23.528052))",483
"407","088109","ATLÂNTICO SUDESTE","POLYGON ((-47.251999 -24.526859, -47.251999 -24.180724, -46.695763 -24.180724, -46.695763 -24.526859, -47.251999 -24.526859))",426
"408","088110","ATLÂNTICO SUDESTE","POLYGON ((-47.226018 -25.529624, -47.226018 -25.182025, -46.667606 -25.182025, -46.667606 -25.529624, -47.226018 -25.529624))",427
"409","089085","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-46.318422 -0.85521, -46.318422 -0.508358, -45.80813 -0.508358, -45.80813 -0.85521, -46.318422 -0.85521))",320
"410","089086","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-46.291352 -1.850381, -46.291352 -1.504577, -45.77923 -1.504577, -45.77923 -1.850381, -46.291352 -1.850381))",321
"411","089087","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-46.264091 -2.842586, -46.264091 -2.49773, -45.750127 -2.49773, -45.750127 -2.842586, -46.264091 -2.842586))",322
"412","089088","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-46.236637 -3.83211, -46.236637 -3.488103, -45.720816 -3.488103, -45.720816 -3.83211, -46.236637 -3.83211))",323
"413","089089","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-46.208988 -4.819231, -46.208988 -4.475977, -45.691296 -4.475977, -45.691296 -4.819231, -46.208988 -4.819231))",324
"414","089090","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-46.18114 -5.804227, -46.18114 -5.46163, -45.661566 -5.46163, -45.661566 -5.804227, -46.18114 -5.804227))",20
"415","089091","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-46.153093 -6.787373, -46.153093 -6.445337, -45.631621 -6.445337, -45.631621 -6.787373, -46.153093 -6.787373))",325
"416","089092","PARNAÍBA","POLYGON ((-46.124844 -7.768941, -46.124844 -7.427371, -45.601461 -7.427371, -45.601461 -7.768941, -46.124844 -7.768941))",333
"417","089093","PARNAÍBA","POLYGON ((-46.096391 -8.749202, -46.096391 -8.408004, -45.571083 -8.408004, -45.571083 -8.749202, -46.096391 -8.749202))",334
"418","089094","PARNAÍBA","POLYGON ((-46.067732 -9.72843, -46.067732 -9.387508, -45.540485 -9.387508, -45.540485 -9.72843, -46.067732 -9.72843))",335
"419","089095","SÃO FRANCISCO","POLYGON ((-46.038864 -10.706894, -46.038864 -10.366154, -45.509663 -10.366154, -45.509663 -10.706894, -46.038864 -10.706894))",372
"420","089096","SÃO FRANCISCO","POLYGON ((-46.009785 -11.68487, -46.009785 -11.344215, -45.478616 -11.344215, -45.478616 -11.68487, -46.009785 -11.68487))",373
"421","089097","SÃO FRANCISCO","POLYGON ((-45.980494 -12.662631, -45.980494 -12.321966, -45.447342 -12.321966, -45.447342 -12.662631, -45.980494 -12.662631))",374
"422","089098","SÃO FRANCISCO","POLYGON ((-45.950986 -13.640456, -45.950986 -13.299682, -45.415837 -13.299682, -45.415837 -13.640456, -45.950986 -13.640456))",375
"423","089099","SÃO FRANCISCO","POLYGON ((-45.921261 -14.618625, -45.921261 -14.277645, -45.384099 -14.277645, -45.384099 -14.618625, -45.921261 -14.618625))",376
"424","089100","SÃO FRANCISCO","POLYGON ((-45.891316 -15.597425, -45.891316 -15.256137, -45.352126 -15.256137, -45.352126 -15.597425, -45.891316 -15.597425))",377
"425","089101","SÃO FRANCISCO","POLYGON ((-45.861147 -16.577146, -45.861147 -16.235448, -45.319914 -16.235448, -45.319914 -16.577146, -45.861147 -16.577146))",26
"426","089102","SÃO FRANCISCO","POLYGON ((-45.830754 -17.558084, -45.830754 -17.215872, -45.287462 -17.215872, -45.287462 -17.558084, -45.830754 -17.558084))",378
"427","089103","SÃO FRANCISCO","POLYGON ((-45.800133 -18.540544, -45.800133 -18.19771, -45.254766 -18.19771, -45.254766 -18.540544, -45.800133 -18.540544))",379
"428","089104","SÃO FRANCISCO","POLYGON ((-45.769281 -19.524837, -45.769281 -19.181271, -45.221824 -19.181271, -45.221824 -19.524837, -45.769281 -19.524837))",380
"429","089105","SÃO FRANCISCO","POLYGON ((-45.738196 -20.511284, -45.738196 -20.166872, -45.188633 -20.166872, -45.188633 -20.511284, -45.738196 -20.511284))",381
"430","089106","PARANÁ","POLYGON ((-45.706876 -21.500216, -45.706876 -21.154841, -45.15519 -21.154841, -45.15519 -21.500216, -45.706876 -21.500216))",484
"431","089107","PARANÁ","POLYGON ((-45.675318 -22.491975, -45.675318 -22.145515, -45.121493 -22.145515, -45.121493 -22.491975, -45.675318 -22.491975))",485
"432","089108","ATLÂNTICO SUDESTE","POLYGON ((-45.643518 -23.486917, -45.643518 -23.139246, -45.087538 -23.139246, -45.087538 -23.486917, -45.643518 -23.486917))",428
"433","089109","ATLÂNTICO SUDESTE","POLYGON ((-45.611475 -24.485412, -45.611475 -24.136398, -45.053322 -24.136398, -45.053322 -24.485412, -45.611475 -24.485412))",429
"434","090086","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-44.784115 -1.804342, -44.784115 -1.455811, -44.270392 -1.455811, -44.270392 -1.804342, -44.784115 -1.804342))",326
"435","090087","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-44.751532 -2.796516, -44.751532 -2.448936, -44.235956 -2.448936, -44.235956 -2.796516, -44.751532 -2.796516))",327
"436","090088","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-44.718718 -3.785995, -44.718718 -3.439267, -44.201274 -3.439267, -44.201274 -3.785995, -44.718718 -3.785995))",19
"437","090089","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-44.68567 -4.773059, -44.68567 -4.427085, -44.166346 -4.427085, -44.166346 -4.773059, -44.68567 -4.773059))",328
"438","090090","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-44.652386 -5.757984, -44.652386 -5.412667, -44.131168 -5.412667, -44.131168 -5.757984, -44.652386 -5.757984))",329
"439","090091","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-44.618864 -6.741045, -44.618864 -6.39629, -44.095737 -6.39629, -44.095737 -6.741045, -44.618864 -6.741045))",330
"440","090092","PARNAÍBA","POLYGON ((-44.5851 -7.722515, -44.5851 -7.378225, -44.060051 -7.378225, -44.060051 -7.722515, -44.5851 -7.722515))",336
"441","090093","PARNAÍBA","POLYGON ((-44.551093 -8.702666, -44.551093 -8.358745, -44.024107 -8.358745, -44.024107 -8.702666, -44.551093 -8.702666))",22
"442","090094","PARNAÍBA","POLYGON ((-44.516839 -9.681768, -44.516839 -9.338121, -43.987902 -9.338121, -43.987902 -9.681768, -44.516839 -9.681768))",337
"443","090095","SÃO FRANCISCO","POLYGON ((-44.482336 -10.660093, -44.482336 -10.316625, -43.951434 -10.316625, -43.951434 -10.660093, -44.482336 -10.660093))",382
"444","090096","SÃO FRANCISCO","POLYGON ((-44.447581 -11.637915, -44.447581 -11.294529, -43.914699 -11.294529, -43.914699 -11.637915, -44.447581 -11.637915))",383
"445","090097","SÃO FRANCISCO","POLYGON ((-44.412571 -12.615508, -44.412571 -12.272107, -43.877695 -12.272107, -43.877695 -12.615508, -44.412571 -12.615508))",384
"446","090098","SÃO FRANCISCO","POLYGON ((-44.377304 -13.59315, -44.377304 -13.249636, -43.840418 -13.249636, -43.840418 -13.59315, -44.377304 -13.59315))",25
"447","090099","SÃO FRANCISCO","POLYGON ((-44.341777 -14.571122, -44.341777 -14.227394, -43.802866 -14.227394, -43.802866 -14.571122, -44.341777 -14.571122))",385
"448","090100","SÃO FRANCISCO","POLYGON ((-44.305986 -15.549709, -44.305986 -15.205667, -43.765035 -15.205667, -43.765035 -15.549709, -44.305986 -15.549709))",386
"449","090101","SÃO FRANCISCO","POLYGON ((-44.269929 -16.5292, -44.269929 -16.184741, -43.726923 -16.184741, -43.726923 -16.5292, -44.269929 -16.5292))",387
"450","090102","SÃO FRANCISCO","POLYGON ((-44.233603 -17.509894, -44.233603 -17.164911, -43.688526 -17.164911, -43.688526 -17.509894, -44.233603 -17.509894))",388
"451","090103","SÃO FRANCISCO","POLYGON ((-44.197005 -18.492091, -44.197005 -18.146477, -43.64984 -18.146477, -43.64984 -18.492091, -44.197005 -18.492091))",389
"452","090104","SÃO FRANCISCO","POLYGON ((-44.160132 -19.476104, -44.160132 -19.129748, -43.610864 -19.129748, -43.610864 -19.476104, -44.160132 -19.476104))",390
"453","090105","SÃO FRANCISCO","POLYGON ((-44.12298 -20.462253, -44.12298 -20.11504, -43.571593 -20.11504, -43.571593 -20.462253, -44.12298 -20.462253))",391
"454","090106","PARANÁ","POLYGON ((-44.085547 -21.450867, -44.085547 -21.10268, -43.532025 -21.10268, -43.532025 -21.450867, -44.085547 -21.450867))",486
"455","090107","ATLÂNTICO SUDESTE","POLYGON ((-44.04783 -22.442289, -44.04783 -22.093004, -43.492155 -22.093004, -43.492155 -22.442289, -44.04783 -22.442289))",430
"456","090108","ATLÂNTICO SUDESTE","POLYGON ((-44.009824 -23.436873, -44.009824 -23.086364, -43.45198 -23.086364, -43.45198 -23.436873, -44.009824 -23.436873))",431
"457","091087","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-43.239513 -2.742237, -43.239513 -2.391934, -42.722357 -2.391934, -42.722357 -2.742237, -43.239513 -2.742237))",331
"458","091088","ATLÂNTICO NORDESTE OCIDENTAL","POLYGON ((-43.201345 -3.731664, -43.201345 -3.382217, -42.682311 -3.382217, -42.682311 -3.731664, -43.201345 -3.731664))",332
"459","091089","PARNAÍBA","POLYGON ((-43.162905 -4.71866, -43.162905 -4.36997, -42.64198 -4.36997, -42.64198 -4.71866, -43.162905 -4.71866))",338
"460","091090","PARNAÍBA","POLYGON ((-43.124191 -5.703503, -43.124191 -5.355471, -42.60136 -5.355471, -42.60136 -5.703503, -43.124191 -5.703503))",339
"461","091091","PARNAÍBA","POLYGON ((-43.085199 -6.686465, -43.085199 -6.338996, -42.56045 -6.338996, -42.56045 -6.686465, -43.085199 -6.686465))",340
"462","091092","PARNAÍBA","POLYGON ((-43.045927 -7.66782, -43.045927 -7.320816, -42.519244 -7.320816, -42.519244 -7.66782, -43.045927 -7.66782))",341
"463","091093","PARNAÍBA","POLYGON ((-43.006371 -8.64784, -43.006371 -8.301205, -42.477741 -8.301205, -42.477741 -8.64784, -43.006371 -8.64784))",342
"464","091094","SÃO FRANCISCO","POLYGON ((-42.966529 -9.626795, -42.966529 -9.280433, -42.435937 -9.280433, -42.435937 -9.626795, -42.966529 -9.626795))",392
"465","091095","SÃO FRANCISCO","POLYGON ((-42.926397 -10.604957, -42.926397 -10.258771, -42.393828 -10.258771, -42.393828 -10.604957, -42.926397 -10.604957))",393
"466","091096","SÃO FRANCISCO","POLYGON ((-42.885972 -11.582599, -42.885972 -11.236493, -42.351412 -11.236493, -42.351412 -11.582599, -42.885972 -11.582599))",394
"467","091097","SÃO FRANCISCO","POLYGON ((-42.845251 -12.559996, -42.845251 -12.21387, -42.308685 -12.21387, -42.308685 -12.559996, -42.845251 -12.559996))",395
"468","091098","SÃO FRANCISCO","POLYGON ((-42.804231 -13.537424, -42.804231 -13.19118, -42.265643 -13.19118, -42.265643 -13.537424, -42.804231 -13.537424))",396
"469","091099","ATLÂNTICO LESTE","POLYGON ((-42.762908 -14.515163, -42.762908 -14.168702, -42.222284 -14.168702, -42.222284 -14.515163, -42.762908 -14.515163))",404
"470","091100","ATLÂNTICO LESTE","POLYGON ((-42.721279 -15.4935, -42.721279 -15.146718, -42.178603 -15.146718, -42.178603 -15.4935, -42.721279 -15.4935))",405
"471","091101","ATLÂNTICO LESTE","POLYGON ((-42.679341 -16.472723, -42.679341 -16.125517, -42.134597 -16.125517, -42.134597 -16.472723, -42.679341 -16.472723))",406
"472","091102","ATLÂNTICO LESTE","POLYGON ((-42.637089 -17.453127, -42.637089 -17.105391, -42.090263 -17.105391, -42.090263 -17.453127, -42.637089 -17.453127))",407
"473","091103","ATLÂNTICO SUDESTE","POLYGON ((-42.594522 -18.435017, -42.594522 -18.086641, -42.045596 -18.086641, -42.045596 -18.435017, -42.594522 -18.435017))",432
"474","091104","ATLÂNTICO SUDESTE","POLYGON ((-42.551634 -19.418701, -42.551634 -19.069574, -42.000593 -19.069574, -42.000593 -19.418701, -42.551634 -19.418701))",433
"475","091105","ATLÂNTICO SUDESTE","POLYGON ((-42.508423 -20.404499, -42.508423 -20.054506, -41.95525 -20.054506, -41.95525 -20.404499, -42.508423 -20.404499))",434
"476","091106","ATLÂNTICO SUDESTE","POLYGON ((-42.464885 -21.392741, -42.464885 -21.041763, -41.909564 -21.041763, -41.909564 -21.392741, -42.464885 -21.392741))",435
"477","091107","ATLÂNTICO SUDESTE","POLYGON ((-42.421016 -22.383767, -42.421016 -22.03168, -41.86353 -22.03168, -41.86353 -22.383767, -42.421016 -22.383767))",37
"478","091108","ATLÂNTICO SUDESTE","POLYGON ((-42.376812 -23.377931, -42.376812 -23.024607, -41.817144 -23.024607, -41.817144 -23.377931, -42.376812 -23.377931))",436
"479","092087","PARNAÍBA","POLYGON ((-41.728124 -2.679748, -41.728124 -2.326726, -41.209419 -2.326726, -41.209419 -2.679748, -41.728124 -2.679748))",343
